property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,median_price_per_sqft_group,assessment_flag
P-101095,11095,"7530 Jackson Dr, Apt 29A, Tampa, FL 35761",7530 Jackson Dr,Apt 29A,Tampa,FL,35761,Hillsborough,21.563734,-72.798335,Condo,5,1.5,1465,7752,1954,70,725014.54,2017-09-11,3137,494.89,760322.73,2022,8865.97,Jessica Nguyen,True,FL-HI-78513,145.87,Within band
P-101096,11096,"8184 Jefferson St, Apt 30A, Boston, MA 81876",8184 Jefferson St,Apt 30A,Boston,MA,81876,Suffolk,33.452172,-100.284737,Townhouse,5,2.5,2517,6030,1971,53,1316092.29,2020-12-15,1946,522.88,1230351.69,2023,11234.98,Melissa Smith,False,MA-SU-91617,343.24,Within band
P-101097,11097,"3262 Birch St, Memphis, TN 93481",3262 Birch St,,Memphis,TN,93481,Shelby,44.143713,-72.668758,Single Family,5,2.0,3843,6026,1964,60,326315.75,2024-05-30,684,84.91,355999.56,2023,3137.72,William Anderson,False,TN-SH-90112,143.46,Within band
P-101098,11098,"5934 Harbor View Blvd, Apt 27E, Fort Worth, TX 70532",5934 Harbor View Blvd,Apt 27E,Fort Worth,TX,70532,Tarrant,24.549688,-133.637808,Condo,1,1.0,1063,12651,2008,16,505903.38,2019-08-25,2424,475.92,532038.2,2023,10640.76,Jessica Hernandez,True,TX-TA-41483,158.16,Within band
P-101099,11099,"1333 Cedar Ln, Boise, ID 91446",1333 Cedar Ln,,Boise,ID,91446,Ada,33.792111,-103.397069,Single Family,6,2.0,1781,6320,1989,35,862652.05,2025-12-19,116,484.36,842133.45,2024,12376.2,Barbara Mitchell,True,ID-AD-43522,144.4,Within band
P-101100,11100,"6766 Jefferson St, Lexington, KY 34029",6766 Jefferson St,,Lexington,KY,34029,Fayette,25.702586,-150.20281,Single Family,7,3.0,1780,4819,1957,67,130911.25,2016-12-12,3410,73.55,139685.21,2024,2246.33,Susan Clark,True,KY-FA-79936,133.33,Within band
P-101101,11101,"945 Maple Dr, Omaha, NE 35220",945 Maple Dr,,Omaha,NE,35220,Douglas,29.095187,-111.25188,Single Family,6,4.0,2362,3185,1980,44,129359.38,2020-02-27,2238,54.77,118985.65,2024,1883.97,Patricia Martinez,False,NE-DO-14167,108.09,Within band
P-101102,11102,"5592 Monroe Blvd, Oklahoma City, OK 61239",5592 Monroe Blvd,,Oklahoma City,OK,61239,Oklahoma,44.671457,-120.972902,Single Family,1,3.5,2210,8915,1989,35,575046.06,2026-03-04,41,260.2,518512.85,2023,7911.98,Mary Brown,True,OK-OK-41902,128.71,Under-assessed
P-101104,11104,"6487 Orchard Ln, Apt 14A, Irvine, CA 28682",6487 Orchard Ln,Apt 14A,Irvine,CA,28682,Orange,25.919404,-154.8292,Condo,3,3.0,3938,5770,1983,41,788425.99,2024-05-29,685,200.21,760158.79,2022,10404.7,James Robinson,True,CA-OR-42096,453.06,Within band
P-101105,11105,"3795 Clearwater Ct, Manhattan, NY 48421",3795 Clearwater Ct,,Manhattan,NY,48421,New York,43.705956,-76.0314,Single Family,2,3.5,1781,3302,2002,22,1661799.81,2024-08-31,591,933.07,1500100.65,2022,33002.21,Karen Carter,True,NY-NE-97073,408.84,Under-assessed
P-101106,11106,"9657 Jackson Dr, Dallas, TX 49988",9657 Jackson Dr,,Dallas,TX,49988,Dallas,40.660557,-118.191248,Single Family,2,4.0,5654,6024,1946,78,646034.29,2021-07-25,1724,114.26,641166.96,2023,12823.34,Joseph Rodriguez,True,TX-DA-20341,115.36,Within band
P-101107,11107,"7728 Clearwater Ct, Billings, MT 83032",7728 Clearwater Ct,,Billings,MT,83032,Yellowstone,21.638821,-72.551311,Single Family,3,3.5,6269,12152,1994,30,541238.92,2025-01-10,459,86.34,495060.13,2022,4588.82,Kenneth Nelson,True,MT-YE-80388,151.22,Within band
P-101108,11108,"1589 Broadway, Apt 30A, New Orleans, LA 66343",1589 Broadway,Apt 30A,New Orleans,LA,66343,Orleans,35.323054,-121.799503,Condo,6,5.0,3988,8170,1981,43,553682.03,2017-05-30,3241,138.84,588919.71,2024,9477.82,David Wilson,True,LA-OR-17705,138.14,Within band
P-101110,11110,"6539 Lake Dr, Apt 6B, Chicago, IL 35871",6539 Lake Dr,Apt 6B,Chicago,IL,35871,Cook,41.813711,-71.770675,Condo,5,3.0,4776,11936,1954,70,470256.95,2025-11-04,161,98.46,447332.35,2022,9393.98,Kimberly Clark,True,IL-CO-66582,148.0,Within band
P-101111,11111,"2855 Elm St, Houston, TX 31823",2855 Elm St,,Houston,TX,31823,Harris,26.281499,-93.763805,Single Family,7,1.0,3543,8930,1920,104,805346.4,2017-09-29,3119,227.31,696899.42,2022,13937.99,Emily King,True,TX-HA-48232,115.36,Under-assessed
P-101112,11112,"7529 Monroe Blvd, Apt 5D, Grand Rapids, MI 87823",7529 Monroe Blvd,Apt 5D,Grand Rapids,MI,87823,Kent,23.947592,-156.579855,Condo,5,1.5,1593,5723,1935,89,436831.16,2026-04-03,11,274.22,352497.76,2022,4446.34,Ronald Mitchell,False,MI-KE-40814,194.54,Under-assessed
P-101113,11113,"7583 Lakeshore Dr, Apt 8B, Chicago, IL 90973",7583 Lakeshore Dr,Apt 8B,Chicago,IL,90973,Cook,22.18533,-156.225145,Townhouse,3,5.0,1273,10245,1974,50,494422.55,2023-05-23,1057,388.39,453164.16,2022,9516.45,Joshua Nguyen,True,IL-CO-99692,189.44,Within band
P-101114,11114,"2045 River Blvd, Saint Paul, MN 42023",2045 River Blvd,,Saint Paul,MN,42023,Ramsey,46.256945,-149.824072,Single Family,5,1.5,3207,4721,2004,20,591220.67,2019-01-15,2646,184.35,538492.07,2023,6438.6,Barbara Carter,True,MN-RA-50507,127.64,Within band
P-101115,11115,"397 Lincoln Rd, Queens, NY 93351",397 Lincoln Rd,,Queens,NY,93351,Queens,27.884017,-83.235795,Single Family,1,3.5,2266,7573,2017,7,1179479.21,2021-08-26,1692,520.51,1089054.13,2023,23959.19,Kenneth Hill,True,NY-QU-47143,408.84,Within band
P-101116,11116,"4578 Creekside Dr, New Orleans, LA 66615",4578 Creekside Dr,,New Orleans,LA,66615,Orleans,32.702844,-94.698079,Single Family,1,5.0,1730,6104,2002,22,682393.83,2017-03-13,3319,394.45,574428.03,2024,10869.9,George Allen,True,LA-OR-28058,131.1,Under-assessed
P-101117,11117,"3745 Birch St, Billings, MT 68554",3745 Birch St,,Billings,MT,68554,Yellowstone,36.806283,-90.265962,Single Family,2,4.0,1752,2303,1987,37,390387.48,2016-05-01,3635,222.82,320511.38,2023,5213.41,David Robinson,True,MT-YE-56990,151.22,Under-assessed
P-101119,11119,"2994 Ridgewood Rd, Oakland, CA 55344",2994 Ridgewood Rd,,Oakland,CA,55344,Alameda,35.958212,-132.042771,Multi Family,1,1.0,1098,8710,1997,27,977323.78,2025-08-30,227,890.09,859410.3,2023,7117.96,Jennifer Rodriguez,True,CA-AL-78468,479.75,Under-assessed
P-101120,11120,"7608 Pine Rd, Manhattan, NY 13882",7608 Pine Rd,,Manhattan,NY,13882,New York,23.377873,-80.528853,Single Family,2,2.0,5251,15526,1974,50,659363.53,2025-04-12,367,125.57,552235.44,2024,12149.18,Andrew Rivera,True,NY-NE-75242,408.84,Under-assessed
P-101121,11121,"7230 Ridgewood Rd, Apt 4E, Minneapolis, MN 39411",7230 Ridgewood Rd,Apt 4E,Minneapolis,MN,39411,Hennepin,46.326588,-89.844363,Condo,3,4.0,976,5980,2003,21,258609.4,2024-08-30,592,264.97,282799.94,2023,5613.84,Kevin Martin,True,MN-HE-13296,159.96,Within band
P-101122,11122,"5554 Monroe Blvd, Apt 25A, Sacramento, CA 10897",5554 Monroe Blvd,Apt 25A,Sacramento,CA,10897,Sacramento,30.6977,-94.431471,Condo,6,3.0,4628,7067,1953,71,1166379.26,2020-01-09,2287,252.03,1269406.42,2022,17637.17,Mark Wright,True,CA-SA-51661,453.06,Within band
P-101123,11123,"7617 Washington Ave, Jacksonville, FL 61673",7617 Washington Ave,,Jacksonville,FL,61673,Duval,33.006175,-156.669979,Multi Family,7,4.0,6363,12710,1964,60,846868.2,2017-07-02,3208,133.09,779166.85,2022,14236.24,Karen Jones,False,FL-DU-91448,133.09,Within band
P-101124,11124,"6797 Harbor View Blvd, Apt 17E, Portland, OR 76930",6797 Harbor View Blvd,Apt 17E,Portland,OR,76930,Multnomah,43.69087,-133.548063,Townhouse,3,4.5,4426,5745,2004,20,491572.43,2025-08-10,247,111.06,487508.89,2023,3988.08,Mark Miller,False,OR-MU-49755,118.34,Within band
P-101125,11125,"5037 Sunset Blvd, Apt 14C, Baltimore, MD 26456",5037 Sunset Blvd,Apt 14C,Baltimore,MD,26456,Baltimore,27.235277,-81.823786,Condo,3,1.0,3116,15011,1973,51,1354446.16,2017-10-30,3088,434.67,1237315.16,2022,23966.41,Barbara Garcia,True,MD-BA-93518,253.54,Within band
P-101126,11126,"5937 Broadway, Tulsa, OK 56781",5937 Broadway,,Tulsa,OK,56781,Tulsa,27.804615,-88.64804,Single Family,4,3.0,2918,13449,1931,93,717803.65,2025-02-23,415,245.99,718646.48,2024,10001.18,Richard Wright,True,OK-TU-79624,128.71,Within band
P-101127,11127,"7695 Monroe Blvd, Apt 18A, Manhattan, NY 10330",7695 Monroe Blvd,Apt 18A,Manhattan,NY,10330,New York,43.715125,-119.673999,Condo,2,3.5,6147,15760,2020,4,1326875.65,2016-06-23,3582,215.86,1405426.72,2022,30919.39,Kimberly King,True,NY-NE-65020,351.08,Within band
P-101128,11128,"6738 Adams St, Grand Rapids, MI 12396",6738 Adams St,,Grand Rapids,MI,12396,Kent,30.203892,-148.444456,Single Family,1,2.0,1346,3983,1967,57,362581.63,2018-12-02,2690,269.38,371619.18,2022,6550.07,Susan Thomas,False,MI-KE-25527,152.83,Within band
P-101129,11129,"934 Clearwater Ct, Grand Rapids, MI 90124",934 Clearwater Ct,,Grand Rapids,MI,90124,Kent,40.715316,-111.073345,Single Family,7,2.5,4668,6999,1932,92,676553.38,2019-01-31,2630,144.93,718288.95,2023,6202.03,Patricia Gonzalez,True,MI-KE-36429,152.83,Within band
P-101130,11130,"9843 Harbor View Blvd, Fort Lauderdale, FL 82189",9843 Harbor View Blvd,,Fort Lauderdale,FL,82189,Broward,42.943907,-102.807905,Single Family,1,1.5,2861,3392,1921,103,283688.15,2020-12-16,1945,99.16,296166.86,2022,2749.39,George Young,False,FL-BR-87292,138.34,Within band
P-101131,11131,"9189 Willow Way, St. Louis, MO 15975",9189 Willow Way,,St. Louis,MO,15975,St. Louis,41.687869,-147.868281,Multi Family,2,3.5,6201,17920,1998,26,882660.05,2025-09-17,209,142.34,897248.27,2023,8238.77,Carol Jackson,False,MO-ST-93379,121.33,Within band
P-101132,11132,"8683 Valley View Dr, St. Louis, MO 57796",8683 Valley View Dr,,St. Louis,MO,57796,St. Louis,45.413509,-102.30429,Single Family,2,4.5,3391,7052,1963,61,533485.13,2018-05-13,2893,157.32,445894.32,2023,8503.87,Emily King,False,MO-ST-68148,127.4,Under-assessed
P-101133,11133,"156 Riverside Dr, Charleston, SC 28035",156 Riverside Dr,,Charleston,SC,28035,Charleston,41.653825,-104.909246,Single Family,6,2.5,4433,6267,1973,51,202511.23,2025-12-22,113,45.68,195576.73,2024,1825.28,Michelle Walker,False,SC-CH-30267,121.9,Within band
P-101134,11134,"3422 Forest Glen Rd, Apt 1E, Jacksonville, FL 42940",3422 Forest Glen Rd,Apt 1E,Jacksonville,FL,42940,Duval,33.749727,-89.584228,Condo,2,4.5,3375,7089,1925,99,468978.78,2021-07-31,1718,138.96,453923.37,2022,8531.96,James Lopez,False,FL-DU-81700,145.87,Within band
P-101135,11135,"5865 Lakeshore Dr, Apt 18C, Columbus, OH 75601",5865 Lakeshore Dr,Apt 18C,Columbus,OH,75601,Franklin,21.834162,-142.23467,Condo,6,3.0,2190,4401,1947,77,803544.39,2024-03-12,763,366.92,681952.68,2022,8652.91,Robert Harris,False,OH-FR-60125,220.86,Under-assessed
P-101136,11136,"4352 Creekside Dr, Kansas City, MO 97343",4352 Creekside Dr,,Kansas City,MO,97343,Jackson,33.512235,-123.162782,Single Family,6,3.5,1143,8301,1999,25,658272.96,2023-07-11,1008,575.92,640775.58,2023,10485.51,Barbara Garcia,True,MO-JA-25130,127.4,Within band
P-101137,11137,"4985 Sunset Blvd, Philadelphia, PA 60907",4985 Sunset Blvd,,Philadelphia,PA,60907,Philadelphia,22.92654,-115.210183,Single Family,2,2.5,3581,4341,2003,21,527691.76,2023-05-23,1057,147.36,563488.48,2022,6415.22,Jessica Hall,False,PA-PH-24746,120.29,Within band
P-101138,11138,"8917 Madison Ave, Apt 2B, Omaha, NE 85744",8917 Madison Ave,Apt 2B,Omaha,NE,85744,Douglas,24.629269,-109.86085,Condo,5,1.5,2405,2791,1921,103,355113.66,2025-01-30,439,147.66,362775.97,2024,6425.64,John Smith,True,NE-DO-39967,245.62,Within band
P-101139,11139,"6134 Elm St, Apt 1C, Miami, FL 59421",6134 Elm St,Apt 1C,Miami,FL,59421,Miami-Dade,33.621186,-125.268628,Condo,4,3.0,3911,15591,2021,3,311153.06,2018-10-17,2736,79.56,329922.06,2024,6054.08,Joseph Martin,True,FL-MI-22251,145.87,Within band
P-101140,11140,"2041 Jackson Dr, Dallas, TX 75361",2041 Jackson Dr,,Dallas,TX,75361,Dallas,32.146195,-90.122455,Single Family,4,5.0,5394,12348,1935,89,369644.69,2023-07-08,1011,68.53,356907.79,2023,7138.16,Linda Rodriguez,True,TX-DA-20008,115.36,Within band
P-101141,11141,"8172 Valley View Dr, Apt 24D, Eugene, OR 22908",8172 Valley View Dr,Apt 24D,Eugene,OR,22908,Lane,24.55064,-105.472046,Townhouse,4,5.0,1406,6998,1966,58,611516.8,2022-01-23,1542,434.93,645899.07,2024,5520.74,Brian Hill,True,OR-LA-39764,118.34,Within band
P-101142,11142,"2615 Heritage Ln, Apt 4C, Dallas, TX 48367",2615 Heritage Ln,Apt 4C,Dallas,TX,48367,Dallas,32.53099,-92.781318,Townhouse,7,3.0,4063,11641,1979,45,230250.21,2022-04-08,1467,56.67,188666.41,2022,3773.33,Jessica Brown,False,TX-DA-70797,143.56,Under-assessed
P-101143,11143,"4418 Riverside Dr, Detroit, MI 79672",4418 Riverside Dr,,Detroit,MI,79672,Wayne,47.36506,-91.520452,Single Family,6,1.0,2373,3973,1982,42,368079.13,2023-09-22,935,155.11,352996.31,2022,6588.33,Charles Jones,False,MI-WA-75962,152.83,Within band
P-101144,11144,"7620 Washington Ave, Apt 5A, Henderson, NV 60242",7620 Washington Ave,Apt 5A,Henderson,NV,60242,Clark,22.319979,-108.051843,Townhouse,3,4.0,6213,14865,1971,53,885386.84,2021-03-24,1847,142.51,757697.19,2024,13643.75,Robert Lewis,True,NV-CL-42856,114.32,Under-assessed
P-101145,11145,"6280 Jefferson St, Apt 20A, Eugene, OR 28850",6280 Jefferson St,Apt 20A,Eugene,OR,28850,Lane,33.673222,-151.118992,Condo,3,2.5,5093,11661,1980,44,801082.75,2024-09-24,567,157.29,726934.82,2022,7716.16,Kimberly Ramirez,False,OR-LA-72283,306.82,Under-assessed
P-101146,11146,"594 Adams St, Philadelphia, PA 77765",594 Adams St,,Philadelphia,PA,77765,Philadelphia,45.340847,-111.471547,Multi Family,5,2.5,2044,2986,2008,16,380994.94,2022-02-16,1518,186.4,393653.97,2023,3177.7,Mary Baker,True,PA-PH-89165,221.23,Within band
P-101147,11147,"7870 Lincoln Rd, Apt 20D, Manhattan, NY 85721",7870 Lincoln Rd,Apt 20D,Manhattan,NY,85721,New York,32.080181,-149.708704,Townhouse,5,4.5,4114,8330,2019,5,476945.42,2024-02-18,786,115.93,479112.39,2024,10540.47,Donald Brown,False,NY-NE-75561,521.74,Within band
P-101148,11148,"5654 Hillcrest Ave, Apt 2B, Arlington, VA 43382",5654 Hillcrest Ave,Apt 2B,Arlington,VA,43382,Arlington,25.207808,-83.003161,Townhouse,6,1.0,2576,11209,1953,71,476595.09,2024-04-02,742,185.01,449456.37,2023,7638.49,David Robinson,False,VA-AR-33627,202.82,Within band
P-101149,11149,"2512 Riverside Dr, Atlanta, GA 23538",2512 Riverside Dr,,Atlanta,GA,23538,Fulton,23.820047,-150.47402,Single Family,7,3.5,5935,13964,1974,50,593262.88,2020-10-07,2015,99.96,493584.27,2022,4287.51,Charles Hernandez,False,GA-FU-81197,150.1,Under-assessed
P-101150,11150,"1968 Heritage Ln, Apt 24D, Cleveland, OH 45154",1968 Heritage Ln,Apt 24D,Cleveland,OH,45154,Cuyahoga,43.184467,-121.839097,Condo,2,1.0,3670,6549,1933,91,771725.65,2019-10-18,2370,210.28,619201.09,2024,11317.59,Susan Lopez,True,OH-CU-33616,220.86,Under-assessed
P-101151,11151,"9104 Main St, Louisville, KY 22537",9104 Main St,,Louisville,KY,22537,Jefferson,47.417424,-79.527941,Single Family,6,4.0,2800,10917,1929,95,167229.02,2020-02-27,2238,59.72,135051.14,2022,1810.62,Ronald Johnson,False,KY-JE-20536,133.33,Under-assessed
P-101152,11152,"3278 Harbor View Blvd, Grand Rapids, MI 15156",3278 Harbor View Blvd,,Grand Rapids,MI,15156,Kent,44.536565,-97.383173,Single Family,3,2.5,2309,5335,1972,52,771401.97,2024-03-23,752,334.08,675857.32,2023,8462.29,Joseph Davis,False,MI-KE-67746,152.83,Under-assessed
P-101154,11154,"3687 Madison Ave, Tulsa, OK 26675",3687 Madison Ave,,Tulsa,OK,26675,Tulsa,33.243459,-143.25368,Single Family,2,5.0,1312,3934,1993,31,211940.9,2021-12-08,1588,161.54,183681.25,2024,1574.72,Stephanie Torres,False,OK-TU-17798,128.71,Under-assessed
P-101155,11155,"7152 Willow Way, Jacksonville, FL 69318",7152 Willow Way,,Jacksonville,FL,69318,Duval,31.471021,-128.191891,Single Family,4,2.0,5129,15688,1958,66,397600.22,2023-12-24,842,77.52,388230.23,2023,6010.25,Kevin Nguyen,True,FL-DU-69328,138.34,Within band
P-101156,11156,"8384 Summit Rd, Austin, TX 49498",8384 Summit Rd,,Austin,TX,49498,Travis,42.62571,-120.573461,Single Family,3,4.0,777,3556,1925,99,545599.43,2018-10-28,2725,702.19,553489.08,2022,11069.78,William Hill,True,TX-TR-34401,115.36,Within band
P-101157,11157,"6185 Clearwater Ct, Apt 2B, Irvine, CA 41220",6185 Clearwater Ct,Apt 2B,Irvine,CA,41220,Orange,37.421958,-132.684124,Condo,5,1.0,5390,9079,1942,82,3191194.39,2022-05-17,1428,592.06,3469260.79,2022,36342.17,James Hernandez,True,CA-OR-18812,453.06,Within band
P-101158,11158,"5529 Hillcrest Ave, Apt 20B, Cleveland, OH 17782",5529 Hillcrest Ave,Apt 20B,Cleveland,OH,17782,Cuyahoga,24.008336,-80.027947,Condo,3,3.0,3291,15053,2007,17,820020.45,2023-10-01,926,249.17,866429.39,2024,12174.65,Emily Scott,True,OH-CU-37282,220.86,Within band
P-101159,11159,"3257 Broadway, Charlotte, NC 48606",3257 Broadway,,Charlotte,NC,48606,Mecklenburg,43.51975,-122.71206,Single Family,5,4.0,1683,1801,2023,1,539174.84,2022-05-24,1421,320.37,522621.74,2024,7557.31,Carol Anderson,True,NC-ME-45319,151.03,Within band
P-101160,11160,"1582 Broadway, Apt 10E, Seattle, WA 85993",1582 Broadway,Apt 10E,Seattle,WA,85993,King,22.524604,-89.13341,Townhouse,4,3.5,5611,15460,1998,26,858386.78,2025-08-25,232,152.98,717071.7,2022,14057.31,Betty Gonzalez,True,WA-KI-70265,380.09,Under-assessed
P-101161,11161,"4652 Broadway, Apt 4D, Cleveland, OH 18593",4652 Broadway,Apt 4D,Cleveland,OH,18593,Cuyahoga,45.019983,-123.598022,Townhouse,7,3.0,5850,7372,1992,32,278456.59,2021-04-04,1836,47.6,251326.38,2022,3777.81,Susan Sanchez,True,OH-CU-40025,148.98,Under-assessed
P-101162,11162,"3903 Creekside Dr, Apt 14A, Cleveland, OH 26791",3903 Creekside Dr,Apt 14A,Cleveland,OH,26791,Cuyahoga,46.020084,-82.617532,Condo,4,3.5,1838,12778,1985,39,611053.15,2021-10-24,1633,332.46,535015.14,2022,10040.94,Barbara Hall,True,OH-CU-91370,220.86,Under-assessed
P-101163,11163,"3844 Oak Ave, Apt 9B, Eugene, OR 10591",3844 Oak Ave,Apt 9B,Eugene,OR,10591,Lane,36.13367,-143.22449,Condo,3,3.5,1725,6156,1927,97,529262.24,2018-05-17,2889,306.82,440223.62,2023,7172.56,Nancy Thompson,True,OR-LA-22332,306.82,Under-assessed
P-101164,11164,"1744 River Blvd, Apt 3E, Brooklyn, NY 49257",1744 River Blvd,Apt 3E,Brooklyn,NY,49257,Kings,27.300714,-83.805489,Condo,7,4.5,4574,14261,1979,45,2395019.31,2023-05-11,1069,523.62,2250938.13,2022,49520.64,Deborah Taylor,False,NY-KI-30096,351.08,Within band
P-101165,11165,"3970 Adams St, Apt 27E, Provo, UT 92350",3970 Adams St,Apt 27E,Provo,UT,92350,Utah,42.144218,-129.043761,Condo,7,1.5,5439,8393,2014,10,843583.33,2026-03-14,31,155.1,751424.66,2024,10367.58,Robert Ramirez,True,UT-UT-60096,137.94,Under-assessed
P-101166,11166,"3523 Monroe Blvd, Chicago, IL 32302",3523 Monroe Blvd,,Chicago,IL,32302,Cook,36.60616,-71.202572,Multi Family,3,1.5,3532,13649,1927,97,249424.74,2021-01-16,1914,70.62,253147.03,2024,5316.09,Sandra Moore,True,IL-CO-78126,177.46,Within band
P-101167,11167,"8348 Hillcrest Ave, Apt 22E, Reno, NV 79113",8348 Hillcrest Ave,Apt 22E,Reno,NV,79113,Washoe,35.055727,-84.829817,Condo,2,3.5,6330,13493,2010,14,739113.07,2024-10-08,553,116.76,680988.65,2022,5594.92,Paul Moore,True,NV-WA-26427,116.76,Within band
P-101168,11168,"6037 Clearwater Ct, Apt 30D, Hempstead, NY 38404",6037 Clearwater Ct,Apt 30D,Hempstead,NY,38404,Nassau,43.849984,-101.524628,Townhouse,6,3.5,1256,10850,1970,54,964757.67,2024-07-01,652,768.12,821765.2,2023,18078.83,Michael Wright,True,NY-NA-96990,521.74,Under-assessed
P-101169,11169,"5013 Harbor View Blvd, Apt 23D, Hempstead, NY 32557",5013 Harbor View Blvd,Apt 23D,Hempstead,NY,32557,Nassau,35.640472,-140.582844,Condo,2,1.0,1342,4119,2021,3,945702.0,2023-03-20,1121,704.7,781298.19,2024,17188.56,Joshua Smith,False,NY-NA-89362,351.08,Under-assessed
P-101170,11170,"2889 Harbor View Blvd, Apt 2A, Troy, MI 15211",2889 Harbor View Blvd,Apt 2A,Troy,MI,15211,Oakland,24.56104,-122.330333,Condo,7,3.5,1031,10545,1966,58,455640.69,2024-03-16,759,441.94,373637.21,2023,5890.09,Mary Rivera,True,MI-OA-19813,194.54,Under-assessed
P-101171,11171,"3698 Monroe Blvd, Lexington, KY 58593",3698 Monroe Blvd,,Lexington,KY,58593,Fayette,41.219911,-110.129332,Single Family,2,2.0,3040,10636,1931,93,187737.93,2019-08-24,2425,61.76,162704.55,2022,2658.26,Mark Johnson,False,KY-FA-28817,133.33,Under-assessed
P-101172,11172,"8060 Maple Dr, St. Louis, MO 51991",8060 Maple Dr,,St. Louis,MO,51991,St. Louis,31.599318,-122.179705,Multi Family,7,1.0,4483,11625,1936,88,424919.41,2023-11-01,895,94.78,430279.11,2024,8292.65,James Smith,True,MO-ST-39919,121.33,Within band
P-101173,11173,"2942 Lincoln Rd, St. Louis, MO 45569",2942 Lincoln Rd,,St. Louis,MO,45569,St. Louis,32.22697,-118.311718,Multi Family,6,2.0,2426,13457,1934,90,280357.08,2016-07-22,3553,115.56,298809.54,2023,2801.64,Carol Flores,True,MO-ST-22209,121.33,Within band
P-101174,11174,"5009 Lake Dr, Apt 14B, Saint Paul, MN 36220",5009 Lake Dr,Apt 14B,Saint Paul,MN,36220,Ramsey,39.958529,-123.149221,Condo,7,3.0,1552,4773,1978,46,259368.15,2021-01-05,1925,167.12,258732.1,2023,3694.77,Steven Clark,False,MN-RA-14147,159.96,Within band
P-101175,11175,"4889 Washington Ave, Raleigh, NC 91746",4889 Washington Ave,,Raleigh,NC,91746,Wake,46.828968,-85.765317,Multi Family,7,1.5,4477,9847,1963,61,198067.68,2020-02-10,2255,44.24,184681.1,2022,3329.93,Dorothy Flores,False,NC-WA-34744,162.12,Within band
P-101176,11176,"5011 Washington Ave, Apt 19C, Atlanta, GA 15397",5011 Washington Ave,Apt 19C,Atlanta,GA,15397,Fulton,44.378427,-132.028291,Condo,4,3.0,2784,7163,1929,95,719494.3,2024-05-24,690,258.44,622871.46,2023,8185.03,Nancy Gonzalez,True,GA-FU-60950,139.77,Under-assessed
P-101177,11177,"9443 Main St, Apt 3A, Eugene, OR 31693",9443 Main St,Apt 3A,Eugene,OR,31693,Lane,30.511788,-131.472295,Condo,3,2.5,3700,5941,1973,51,971294.29,2025-10-26,170,262.51,858878.82,2023,8653.62,Kimberly Ramirez,False,OR-LA-44894,306.82,Under-assessed
P-101178,11178,"9858 Valley View Dr, Apt 18A, Austin, TX 39771",9858 Valley View Dr,Apt 18A,Austin,TX,39771,Travis,34.272785,-127.662194,Townhouse,4,3.0,2028,3525,1970,54,686368.14,2023-08-27,961,338.45,615250.88,2024,12305.02,Robert Nguyen,False,TX-TR-72515,143.56,Under-assessed
P-101179,11179,"7101 Cedar Ln, Durham, NC 49940",7101 Cedar Ln,,Durham,NC,49940,Durham,33.951312,-100.663724,Multi Family,6,1.5,3005,6644,1978,46,514047.29,2020-06-03,2141,171.06,451630.23,2022,6089.98,Betty Campbell,True,NC-DU-81071,162.12,Under-assessed
P-101180,11180,"5857 Willow Way, Eugene, OR 43607",5857 Willow Way,,Eugene,OR,43607,Lane,44.746581,-83.130069,Single Family,6,4.0,2515,9136,1990,34,1409539.56,2017-07-06,3204,560.45,1156024.1,2024,13367.36,George Garcia,True,OR-LA-77833,291.42,Under-assessed
P-101181,11181,"9459 Maple Dr, Tulsa, OK 17839",9459 Maple Dr,,Tulsa,OK,17839,Tulsa,24.952547,-115.642119,Single Family,5,1.5,690,9160,1959,65,380926.77,2018-06-18,2857,552.07,356671.87,2024,4501.45,Charles Thomas,True,OK-TU-66151,128.71,Within band
P-101182,11182,"5628 Maple Dr, Fort Worth, TX 39870",5628 Maple Dr,,Fort Worth,TX,39870,Tarrant,39.706029,-118.353988,Multi Family,5,5.0,2612,6073,1923,101,429159.28,2019-01-20,2641,164.3,399980.52,2022,7999.61,Betty Walker,False,TX-TA-25760,126.59,Within band
P-101183,11183,"2322 Washington Ave, Indianapolis, IN 34039",2322 Washington Ave,,Indianapolis,IN,34039,Marion,32.146687,-79.756827,Single Family,5,3.0,1265,11329,1922,102,721455.94,2021-03-19,1852,570.32,687133.09,2024,9050.16,Jessica Allen,False,IN-MA-98637,248.46,Within band
P-101184,11184,"864 Forest Glen Rd, Apt 11A, Oklahoma City, OK 71699",864 Forest Glen Rd,Apt 11A,Oklahoma City,OK,71699,Oklahoma,40.912892,-107.180222,Condo,3,2.0,6304,14742,2008,16,601975.53,2016-10-10,3473,95.49,572547.66,2023,11364.46,Mary Mitchell,False,OK-OK-93582,106.53,Within band
P-101185,11185,"5059 Lake Dr, Honolulu, HI 28218",5059 Lake Dr,,Honolulu,HI,28218,Honolulu,42.953549,-96.58117,Single Family,3,5.0,4061,15532,2017,7,687135.98,2016-08-03,3541,169.2,632468.69,2024,8420.3,Mark Sanchez,True,HI-HO-18020,465.83,Within band
