"﻿property_id";"id";"full_address";"street_address";"unit";"city";"state";"zip_code";"county";"latitude";"longitude";"property_type";"bedrooms";"bathrooms";"sqft";"lot_size_sqft";"year_built";"building_age";"last_sale_price";"last_sale_date";"days_since_sale";"price_per_sqft";"assessed_value";"tax_year";"annual_tax";"owner_name";"owner_occupied";"assessor_id"
"P-101139";11139;"6134 Elm St, Apt 1C, Miami, FL 59421";"6134 Elm St";"Apt 1C";"Miami";"FL";59421;"Miami-Dade";33.621186;-125.268628;"Condo";4;3.0;"3,911";"15,591";2021;3;"311,153.06";"2018-10-17";"2,736";79.56;"329,922.06";2024;"6,054.08";"Joseph Martin";"TRUE";"FL-MI-22251"
"P-101140";11140;"2041 Jackson Dr, Dallas, TX 75361";"2041 Jackson Dr";"";"Dallas";"TX";75361;"Dallas";32.146195;-90.122455;"Single Family";4;5.0;"5,394";"12,348";1935;89;"369,644.69";"2023-07-08";"1,011";68.53;"356,907.79";2023;"7,138.16";"Linda Rodriguez";"TRUE";"TX-DA-20008"
"P-101141";11141;"8172 Valley View Dr, Apt 24D, Eugene, OR 22908";"8172 Valley View Dr";"Apt 24D";"Eugene";"OR";22908;"Lane";24.55064;-105.472046;"Townhouse";4;5.0;"1,406";"6,998";1966;58;"611,516.80";"2022-01-23";"1,542";434.93;"645,899.07";2024;"5,520.74";"Brian Hill";"TRUE";"OR-LA-39764"
"P-101142";11142;"2615 Heritage Ln, Apt 4C, Dallas, TX 48367";"2615 Heritage Ln";"Apt 4C";"Dallas";"TX";48367;"Dallas";32.53099;-92.781318;"Townhouse";7;3.0;"4,063";"11,641";1979;45;"230,250.21";"2022-04-08";"1,467";56.67;"188,666.41";2022;"3,773.33";"Jessica Brown";"FALSE";"TX-DA-70797"
"P-101143";11143;"4418 Riverside Dr, Detroit, MI 79672";"4418 Riverside Dr";"";"Detroit";"MI";79672;"Wayne";47.36506;-91.520452;"Single Family";6;1.0;"2,373";"3,973";1982;42;"368,079.13";"2023-09-22";"935";155.11;"352,996.31";2022;"6,588.33";"Charles Jones";"FALSE";"MI-WA-75962"
"P-101144";11144;"7620 Washington Ave, Apt 5A, Henderson, NV 60242";"7620 Washington Ave";"Apt 5A";"Henderson";"NV";60242;"Clark";22.319979;-108.051843;"Townhouse";3;4.0;"6,213";"14,865";1971;53;"885,386.84";"2021-03-24";"1,847";142.51;"757,697.19";2024;"13,643.75";"Robert Lewis";"TRUE";"NV-CL-42856"
"P-101145";11145;"6280 Jefferson St, Apt 20A, Eugene, OR 28850";"6280 Jefferson St";"Apt 20A";"Eugene";"OR";28850;"Lane";33.673222;-151.118992;"Condo";3;2.5;"5,093";"11,661";1980;44;"801,082.75";"2024-09-24";"567";157.29;"726,934.82";2022;"7,716.16";"Kimberly Ramirez";"FALSE";"OR-LA-72283"
"P-101146";11146;"594 Adams St, Philadelphia, PA 77765";"594 Adams St";"";"Philadelphia";"PA";77765;"Philadelphia";45.340847;-111.471547;"Multi Family";5;2.5;"2,044";"2,986";2008;16;"380,994.94";"2022-02-16";"1,518";186.4;"393,653.97";2023;"3,177.70";"Mary Baker";"TRUE";"PA-PH-89165"
"P-101147";11147;"7870 Lincoln Rd, Apt 20D, Manhattan, NY 85721";"7870 Lincoln Rd";"Apt 20D";"Manhattan";"NY";85721;"New York";32.080181;-149.708704;"Townhouse";5;4.5;"4,114";"8,330";2019;5;"476,945.42";"2024-02-18";"786";115.93;"479,112.39";2024;"10,540.47";"Donald Brown";"FALSE";"NY-NE-75561"
"P-101148";11148;"5654 Hillcrest Ave, Apt 2B, Arlington, VA 43382";"5654 Hillcrest Ave";"Apt 2B";"Arlington";"VA";43382;"Arlington";25.207808;-83.003161;"Townhouse";6;1.0;"2,576";"11,209";1953;71;"476,595.09";"2024-04-02";"742";185.01;"449,456.37";2023;"7,638.49";"David Robinson";"FALSE";"VA-AR-33627"
"P-101149";11149;"2512 Riverside Dr, Atlanta, GA 23538";"2512 Riverside Dr";"";"Atlanta";"GA";23538;"Fulton";23.820047;-150.47402;"Single Family";7;3.5;"5,935";"13,964";1974;50;"593,262.88";"2020-10-07";"2,015";99.96;"493,584.27";2022;"4,287.51";"Charles Hernandez";"FALSE";"GA-FU-81197"
"P-101150";11150;"1968 Heritage Ln, Apt 24D, Cleveland, OH 45154";"1968 Heritage Ln";"Apt 24D";"Cleveland";"OH";45154;"Cuyahoga";43.184467;-121.839097;"Condo";2;1.0;"3,670";"6,549";1933;91;"771,725.65";"2019-10-18";"2,370";210.28;"619,201.09";2024;"11,317.59";"Susan Lopez";"TRUE";"OH-CU-33616"
"P-101151";11151;"9104 Main St, Louisville, KY 22537";"9104 Main St";"";"Louisville";"KY";22537;"Jefferson";47.417424;-79.527941;"Single Family";6;4.0;"2,800";"10,917";1929;95;"167,229.02";"2020-02-27";"2,238";59.72;"135,051.14";2022;"1,810.62";"Ronald Johnson";"FALSE";"KY-JE-20536"
"P-101152";11152;"3278 Harbor View Blvd, Grand Rapids, MI 15156";"3278 Harbor View Blvd";"";"Grand Rapids";"MI";15156;"Kent";44.536565;-97.383173;"Single Family";3;2.5;"2,309";"5,335";1972;52;"771,401.97";"2024-03-23";"752";334.08;"675,857.32";2023;"8,462.29";"Joseph Davis";"FALSE";"MI-KE-67746"
"P-101154";11154;"3687 Madison Ave, Tulsa, OK 26675";"3687 Madison Ave";"";"Tulsa";"OK";26675;"Tulsa";33.243459;-143.25368;"Single Family";2;5.0;"1,312";"3,934";1993;31;"211,940.90";"2021-12-08";"1,588";161.54;"183,681.25";2024;"1,574.72";"Stephanie Torres";"FALSE";"OK-TU-17798"
"P-101155";11155;"7152 Willow Way, Jacksonville, FL 69318";"7152 Willow Way";"";"Jacksonville";"FL";69318;"Duval";31.471021;-128.191891;"Single Family";4;2.0;"5,129";"15,688";1958;66;"397,600.22";"2023-12-24";"842";77.52;"388,230.23";2023;"6,010.25";"Kevin Nguyen";"TRUE";"FL-DU-69328"
"P-101156";11156;"8384 Summit Rd, Austin, TX 49498";"8384 Summit Rd";"";"Austin";"TX";49498;"Travis";42.62571;-120.573461;"Single Family";3;4.0;"777";"3,556";1925;99;"545,599.43";"2018-10-28";"2,725";702.19;"553,489.08";2022;"11,069.78";"William Hill";"TRUE";"TX-TR-34401"
"P-101157";11157;"6185 Clearwater Ct, Apt 2B, Irvine, CA 41220";"6185 Clearwater Ct";"Apt 2B";"Irvine";"CA";41220;"Orange";37.421958;-132.684124;"Condo";5;1.0;"5,390";"9,079";1942;82;"3,191,194.39";"2022-05-17";"1,428";592.06;"3,469,260.79";2022;"36,342.17";"James Hernandez";"TRUE";"CA-OR-18812"
"P-101158";11158;"5529 Hillcrest Ave, Apt 20B, Cleveland, OH 17782";"5529 Hillcrest Ave";"Apt 20B";"Cleveland";"OH";17782;"Cuyahoga";24.008336;-80.027947;"Condo";3;3.0;"3,291";"15,053";2007;17;"820,020.45";"2023-10-01";"926";249.17;"866,429.39";2024;"12,174.65";"Emily Scott";"TRUE";"OH-CU-37282"
"P-101159";11159;"3257 Broadway, Charlotte, NC 48606";"3257 Broadway";"";"Charlotte";"NC";48606;"Mecklenburg";43.51975;-122.71206;"Single Family";5;4.0;"1,683";"1,801";2023;1;"539,174.84";"2022-05-24";"1,421";320.37;"522,621.74";2024;"7,557.31";"Carol Anderson";"TRUE";"NC-ME-45319"
"P-101160";11160;"1582 Broadway, Apt 10E, Seattle, WA 85993";"1582 Broadway";"Apt 10E";"Seattle";"WA";85993;"King";22.524604;-89.13341;"Townhouse";4;3.5;"5,611";"15,460";1998;26;"858,386.78";"2025-08-25";"232";152.98;"717,071.70";2022;"14,057.31";"Betty Gonzalez";"TRUE";"WA-KI-70265"
"P-101161";11161;"4652 Broadway, Apt 4D, Cleveland, OH 18593";"4652 Broadway";"Apt 4D";"Cleveland";"OH";18593;"Cuyahoga";45.019983;-123.598022;"Townhouse";7;3.0;"5,850";"7,372";1992;32;"278,456.59";"2021-04-04";"1,836";47.6;"251,326.38";2022;"3,777.81";"Susan Sanchez";"TRUE";"OH-CU-40025"
"P-101162";11162;"3903 Creekside Dr, Apt 14A, Cleveland, OH 26791";"3903 Creekside Dr";"Apt 14A";"Cleveland";"OH";26791;"Cuyahoga";46.020084;-82.617532;"Condo";4;3.5;"1,838";"12,778";1985;39;"611,053.15";"2021-10-24";"1,633";332.46;"535,015.14";2022;"10,040.94";"Barbara Hall";"TRUE";"OH-CU-91370"
"P-101163";11163;"3844 Oak Ave, Apt 9B, Eugene, OR 10591";"3844 Oak Ave";"Apt 9B";"Eugene";"OR";10591;"Lane";36.13367;-143.22449;"Condo";3;3.5;"1,725";"6,156";1927;97;"529,262.24";"2018-05-17";"2,889";306.82;"440,223.62";2023;"7,172.56";"Nancy Thompson";"TRUE";"OR-LA-22332"
"P-101164";11164;"1744 River Blvd, Apt 3E, Brooklyn, NY 49257";"1744 River Blvd";"Apt 3E";"Brooklyn";"NY";49257;"Kings";27.300714;-83.805489;"Condo";7;4.5;"4,574";"14,261";1979;45;"2,395,019.31";"2023-05-11";"1,069";523.62;"2,250,938.13";2022;"49,520.64";"Deborah Taylor";"FALSE";"NY-KI-30096"
"P-101165";11165;"3970 Adams St, Apt 27E, Provo, UT 92350";"3970 Adams St";"Apt 27E";"Provo";"UT";92350;"Utah";42.144218;-129.043761;"Condo";7;1.5;"5,439";"8,393";2014;10;"843,583.33";"2026-03-14";"31";155.1;"751,424.66";2024;"10,367.58";"Robert Ramirez";"TRUE";"UT-UT-60096"
"P-101166";11166;"3523 Monroe Blvd, Chicago, IL 32302";"3523 Monroe Blvd";"";"Chicago";"IL";32302;"Cook";36.60616;-71.202572;"Multi Family";3;1.5;"3,532";"13,649";1927;97;"249,424.74";"2021-01-16";"1,914";70.62;"253,147.03";2024;"5,316.09";"Sandra Moore";"TRUE";"IL-CO-78126"
"P-101167";11167;"8348 Hillcrest Ave, Apt 22E, Reno, NV 79113";"8348 Hillcrest Ave";"Apt 22E";"Reno";"NV";79113;"Washoe";35.055727;-84.829817;"Condo";2;3.5;"6,330";"13,493";2010;14;"739,113.07";"2024-10-08";"553";116.76;"680,988.65";2022;"5,594.92";"Paul Moore";"TRUE";"NV-WA-26427"
"P-101168";11168;"6037 Clearwater Ct, Apt 30D, Hempstead, NY 38404";"6037 Clearwater Ct";"Apt 30D";"Hempstead";"NY";38404;"Nassau";43.849984;-101.524628;"Townhouse";6;3.5;"1,256";"10,850";1970;54;"964,757.67";"2024-07-01";"652";768.12;"821,765.20";2023;"18,078.83";"Michael Wright";"TRUE";"NY-NA-96990"
"P-101169";11169;"5013 Harbor View Blvd, Apt 23D, Hempstead, NY 32557";"5013 Harbor View Blvd";"Apt 23D";"Hempstead";"NY";32557;"Nassau";35.640472;-140.582844;"Condo";2;1.0;"1,342";"4,119";2021;3;"945,702.00";"2023-03-20";"1,121";704.7;"781,298.19";2024;"17,188.56";"Joshua Smith";"FALSE";"NY-NA-89362"
"P-101170";11170;"2889 Harbor View Blvd, Apt 2A, Troy, MI 15211";"2889 Harbor View Blvd";"Apt 2A";"Troy";"MI";15211;"Oakland";24.56104;-122.330333;"Condo";7;3.5;"1,031";"10,545";1966;58;"455,640.69";"2024-03-16";"759";441.94;"373,637.21";2023;"5,890.09";"Mary Rivera";"TRUE";"MI-OA-19813"
"P-101171";11171;"3698 Monroe Blvd, Lexington, KY 58593";"3698 Monroe Blvd";"";"Lexington";"KY";58593;"Fayette";41.219911;-110.129332;"Single Family";2;2.0;"3,040";"10,636";1931;93;"187,737.93";"2019-08-24";"2,425";61.76;"162,704.55";2022;"2,658.26";"Mark Johnson";"FALSE";"KY-FA-28817"
"P-101172";11172;"8060 Maple Dr, St. Louis, MO 51991";"8060 Maple Dr";"";"St. Louis";"MO";51991;"St. Louis";31.599318;-122.179705;"Multi Family";7;1.0;"4,483";"11,625";1936;88;"424,919.41";"2023-11-01";"895";94.78;"430,279.11";2024;"8,292.65";"James Smith";"TRUE";"MO-ST-39919"
"P-101173";11173;"2942 Lincoln Rd, St. Louis, MO 45569";"2942 Lincoln Rd";"";"St. Louis";"MO";45569;"St. Louis";32.22697;-118.311718;"Multi Family";6;2.0;"2,426";"13,457";1934;90;"280,357.08";"2016-07-22";"3,553";115.56;"298,809.54";2023;"2,801.64";"Carol Flores";"TRUE";"MO-ST-22209"
"P-101174";11174;"5009 Lake Dr, Apt 14B, Saint Paul, MN 36220";"5009 Lake Dr";"Apt 14B";"Saint Paul";"MN";36220;"Ramsey";39.958529;-123.149221;"Condo";7;3.0;"1,552";"4,773";1978;46;"259,368.15";"2021-01-05";"1,925";167.12;"258,732.10";2023;"3,694.77";"Steven Clark";"FALSE";"MN-RA-14147"
"P-101175";11175;"4889 Washington Ave, Raleigh, NC 91746";"4889 Washington Ave";"";"Raleigh";"NC";91746;"Wake";46.828968;-85.765317;"Multi Family";7;1.5;"4,477";"9,847";1963;61;"198,067.68";"2020-02-10";"2,255";44.24;"184,681.10";2022;"3,329.93";"Dorothy Flores";"FALSE";"NC-WA-34744"
"P-101176";11176;"5011 Washington Ave, Apt 19C, Atlanta, GA 15397";"5011 Washington Ave";"Apt 19C";"Atlanta";"GA";15397;"Fulton";44.378427;-132.028291;"Condo";4;3.0;"2,784";"7,163";1929;95;"719,494.30";"2024-05-24";"690";258.44;"622,871.46";2023;"8,185.03";"Nancy Gonzalez";"TRUE";"GA-FU-60950"
"P-101177";11177;"9443 Main St, Apt 3A, Eugene, OR 31693";"9443 Main St";"Apt 3A";"Eugene";"OR";31693;"Lane";30.511788;-131.472295;"Condo";3;2.5;"3,700";"5,941";1973;51;"971,294.29";"2025-10-26";"170";262.51;"858,878.82";2023;"8,653.62";"Kimberly Ramirez";"FALSE";"OR-LA-44894"
"P-101178";11178;"9858 Valley View Dr, Apt 18A, Austin, TX 39771";"9858 Valley View Dr";"Apt 18A";"Austin";"TX";39771;"Travis";34.272785;-127.662194;"Townhouse";4;3.0;"2,028";"3,525";1970;54;"686,368.14";"2023-08-27";"961";338.45;"615,250.88";2024;"12,305.02";"Robert Nguyen";"FALSE";"TX-TR-72515"
"P-101179";11179;"7101 Cedar Ln, Durham, NC 49940";"7101 Cedar Ln";"";"Durham";"NC";49940;"Durham";33.951312;-100.663724;"Multi Family";6;1.5;"3,005";"6,644";1978;46;"514,047.29";"2020-06-03";"2,141";171.06;"451,630.23";2022;"6,089.98";"Betty Campbell";"TRUE";"NC-DU-81071"
"P-101180";11180;"5857 Willow Way, Eugene, OR 43607";"5857 Willow Way";"";"Eugene";"OR";43607;"Lane";44.746581;-83.130069;"Single Family";6;4.0;"2,515";"9,136";1990;34;"1,409,539.56";"2017-07-06";"3,204";560.45;"1,156,024.10";2024;"13,367.36";"George Garcia";"TRUE";"OR-LA-77833"
"P-101181";11181;"9459 Maple Dr, Tulsa, OK 17839";"9459 Maple Dr";"";"Tulsa";"OK";17839;"Tulsa";24.952547;-115.642119;"Single Family";5;1.5;"690";"9,160";1959;65;"380,926.77";"2018-06-18";"2,857";552.07;"356,671.87";2024;"4,501.45";"Charles Thomas";"TRUE";"OK-TU-66151"
"P-101182";11182;"5628 Maple Dr, Fort Worth, TX 39870";"5628 Maple Dr";"";"Fort Worth";"TX";39870;"Tarrant";39.706029;-118.353988;"Multi Family";5;5.0;"2,612";"6,073";1923;101;"429,159.28";"2019-01-20";"2,641";164.3;"399,980.52";2022;"7,999.61";"Betty Walker";"FALSE";"TX-TA-25760"
"P-101183";11183;"2322 Washington Ave, Indianapolis, IN 34039";"2322 Washington Ave";"";"Indianapolis";"IN";34039;"Marion";32.146687;-79.756827;"Single Family";5;3.0;"1,265";"11,329";1922;102;"721,455.94";"2021-03-19";"1,852";570.32;"687,133.09";2024;"9,050.16";"Jessica Allen";"FALSE";"IN-MA-98637"
"P-101184";11184;"864 Forest Glen Rd, Apt 11A, Oklahoma City, OK 71699";"864 Forest Glen Rd";"Apt 11A";"Oklahoma City";"OK";71699;"Oklahoma";40.912892;-107.180222;"Condo";3;2.0;"6,304";"14,742";2008;16;"601,975.53";"2016-10-10";"3,473";95.49;"572,547.66";2023;"11,364.46";"Mary Mitchell";"FALSE";"OK-OK-93582"
"P-101185";11185;"5059 Lake Dr, Honolulu, HI 28218";"5059 Lake Dr";"";"Honolulu";"HI";28218;"Honolulu";42.953549;-96.58117;"Single Family";3;5.0;"4,061";"15,532";2017;7;"687,135.98";"2016-08-03";"3,541";169.2;"632,468.69";2024;"8,420.30";"Mark Sanchez";"TRUE";"HI-HO-18020"
"P-101186";11186;"6689 Broadway, Oakland, CA 85743";"6689 Broadway";"";"Oakland";"CA";85743;"Alameda";45.669713;-98.173555;"Single Family";4;2.5;"5,353";"14,877";1942;82;"2,788,549.96";"2020-07-29";"2,085";520.93;"2,932,973.48";2022;"47,147.10";"Kenneth Wright";"FALSE";"CA-AL-74295"
"P-101187";11187;"9305 Sunset Blvd, Apt 1B, Tampa, FL 64877";"9305 Sunset Blvd";"Apt 1B";"Tampa";"FL";64877;"Hillsborough";39.61434;-72.977531;"Condo";7;2.5;"4,398";"5,879";1978;46;"695,279.43";"2026-03-20";"25";158.09;"667,585.09";2023;"10,233.38";"William Sanchez";"TRUE";"FL-HI-30674"
"P-101188";11188;"8874 Monroe Blvd, Apt 11E, Baton Rouge, LA 21416";"8874 Monroe Blvd";"Apt 11E";"Baton Rouge";"LA";21416;"East Baton Rouge";38.876153;-136.345737;"Townhouse";3;1.0;"1,525";"6,149";1965;59;"724,568.19";"2019-06-09";"2,501";475.13;"792,328.67";2023;"6,593.29";"Anthony Hill";"TRUE";"LA-EA-90862"
"P-101189";11189;"3210 Main St, Portland, OR 58216";"3210 Main St";"";"Portland";"OR";58216;"Multnomah";27.849284;-104.168539;"Single Family";3;2.5;"5,199";"13,597";2015;9;"1,230,928.53";"2018-11-24";"2,698";236.76;"1,275,124.91";2022;"20,871.88";"George Baker";"FALSE";"OR-MU-19875"
"P-101190";11190;"8927 Park Way, St. Louis, MO 64301";"8927 Park Way";"";"St. Louis";"MO";64301;"St. Louis";33.494113;-82.177182;"Single Family";4;4.0;"5,850";"10,291";2004;20;"292,999.32";"2025-01-02";"467";50.09;"264,614.12";2024;"3,792.57";"Ronald Carter";"FALSE";"MO-ST-16790"
"P-101192";11192;"609 Birch St, Naperville, IL 92457";"609 Birch St";"";"Naperville";"IL";92457;"DuPage";35.294663;-111.970419;"Single Family";4;2.0;"3,894";"6,355";1987;37;"249,171.43";"2021-08-19";"1,699";63.99;"240,470.45";2024;"5,049.88";"Charles Martin";"FALSE";"IL-DU-52762"
"P-101193";11193;"415 Lakeshore Dr, Apt 29D, San Antonio, TX 29307";"415 Lakeshore Dr";"Apt 29D";"San Antonio";"TX";29307;"Bexar";34.683014;-99.599916;"Townhouse";5;2.0;"5,855";"16,452";1979;45;"612,449.78";"2025-04-15";"364";104.6;"503,788.08";2024;"10,075.76";"Donna Baker";"TRUE";"TX-BE-88622"
"P-101194";11194;"2909 Riverside Dr, Orlando, FL 63234";"2909 Riverside Dr";"";"Orlando";"FL";63234;"Orange";31.385698;-155.646629;"Single Family";5;2.0;"737";"4,670";1999;25;"213,636.57";"2025-08-24";"233";289.87;"211,645.65";2022;"4,218.35";"Mark Gonzalez";"FALSE";"FL-OR-44676"
"P-101195";11195;"4512 Jefferson St, Tacoma, WA 52737";"4512 Jefferson St";"";"Tacoma";"WA";52737;"Pierce";42.281318;-123.810788;"Single Family";6;3.0;"3,336";"11,887";2007;17;"2,955,026.78";"2020-11-06";"1,985";885.8;"3,161,870.02";2022;"32,073.10";"Deborah Mitchell";"TRUE";"WA-PI-96759"
"P-101196";11196;"4986 Broadway, Apt 13D, Manhattan, NY 96196";"4986 Broadway";"Apt 13D";"Manhattan";"NY";96196;"New York";44.23799;-138.299383;"Townhouse";1;1.5;"1,879";"5,529";1978;46;"1,560,907.19";"2026-03-08";"37";830.71;"1,334,250.80";2023;"29,353.52";"Betty Rivera";"TRUE";"NY-NE-89959"
"P-101197";11197;"2260 Heritage Ln, Apt 22A, Austin, TX 41756";"2260 Heritage Ln";"Apt 22A";"Austin";"TX";41756;"Travis";30.948965;-145.432688;"Condo";1;3.5;"3,507";"7,149";2009;15;"715,996.66";"2023-06-01";"1,048";204.16;"680,461.49";2022;"13,609.23";"Donald White";"FALSE";"TX-TR-46488"
"P-101198";11198;"6655 Jackson Dr, Apt 13D, Charlotte, NC 76849";"6655 Jackson Dr";"Apt 13D";"Charlotte";"NC";76849;"Mecklenburg";35.489785;-146.65949;"Townhouse";4;4.5;"2,637";"11,120";1967;57;"335,627.28";"2018-04-18";"2,918";127.28;"308,783.72";2022;"6,172.20";"David Anderson";"TRUE";"NC-ME-59959"
"P-101199";11199;"8766 Willow Way, Apt 1D, Tulsa, OK 47185";"8766 Willow Way";"Apt 1D";"Tulsa";"OK";47185;"Tulsa";36.51064;-145.746744;"Townhouse";3;4.5;"6,060";"8,913";1937;87;"703,825.88";"2023-05-29";"1,051";116.14;"602,333.19";2024;"7,615.55";"William Clark";"TRUE";"OK-TU-26883"
"P-101200";11200;"6623 Elm St, Pittsburgh, PA 69468";"6623 Elm St";"";"Pittsburgh";"PA";69468;"Allegheny";46.138635;-107.479952;"Multi Family";2;2.5;"3,424";"9,600";1998;26;"888,508.05";"2016-04-21";"3,645";259.49;"963,493.61";2024;"17,201.69";"Donna Mitchell";"FALSE";"PA-AL-81848"
"P-101201";11201;"3628 Ridgewood Rd, Charlotte, NC 82462";"3628 Ridgewood Rd";"";"Charlotte";"NC";82462;"Mecklenburg";40.472302;-81.730966;"Multi Family";5;5.0;"4,401";"16,035";1983;41;"471,733.05";"2024-03-07";"768";107.19;"430,055.76";2023;"3,504.22";"Linda Thomas";"TRUE";"NC-ME-32631"
"P-101202";11202;"8673 Adams St, Apt 22D, San Diego, CA 89692";"8673 Adams St";"Apt 22D";"San Diego";"CA";89692;"San Diego";42.547109;-148.678829;"Condo";5;5.0;"2,153";"11,975";1930;94;"922,011.58";"2024-11-13";"517";428.25;"848,928.59";2022;"6,836.45";"John Jackson";"TRUE";"CA-SA-95507"
"P-101203";11203;"2505 Elm St, Grand Rapids, MI 49971";"2505 Elm St";"";"Grand Rapids";"MI";49971;"Kent";40.641568;-99.463857;"Single Family";7;3.0;"5,220";"6,378";1947;77;"354,404.82";"2026-02-04";"69";67.89;"305,226.75";2024;"4,257.45";"Barbara Green";"FALSE";"MI-KE-71613"
"P-101204";11204;"643 Summit Rd, Apt 19D, Jacksonville, FL 94466";"643 Summit Rd";"Apt 19D";"Jacksonville";"FL";94466;"Duval";29.671462;-98.591522;"Condo";2;2.0;"3,031";"3,217";1962;62;"604,446.09";"2018-04-30";"2,906";199.42;"601,236.09";2022;"8,551.43";"Joseph Perez";"FALSE";"FL-DU-14060"
"P-101205";11205;"7114 River Blvd, Apt 8A, Minneapolis, MN 91577";"7114 River Blvd";"Apt 8A";"Minneapolis";"MN";91577;"Hennepin";45.996846;-108.393159;"Townhouse";4;2.0;"5,256";"14,188";1924;100;"626,247.30";"2016-09-01";"3,512";119.15;"570,515.34";2024;"5,465.82";"James Garcia";"TRUE";"MN-HE-57775"
"P-101206";11206;"6792 Willow Way, Apt 11B, Eugene, OR 23173";"6792 Willow Way";"Apt 11B";"Eugene";"OR";23173;"Lane";45.815853;-119.536631;"Townhouse";4;2.0;"5,938";"16,455";2018;6;"648,455.62";"2016-10-15";"3,468";109.2;"520,073.25";2022;"9,124.60";"Lisa Young";"TRUE";"OR-LA-31412"
"P-101207";11207;"3281 Riverside Dr, Irvine, CA 96569";"3281 Riverside Dr";"";"Irvine";"CA";96569;"Orange";37.394829;-83.01344;"Single Family";1;1.0;"4,664";"12,695";1983;41;"1,049,170.34";"2024-05-19";"695";224.95;"862,399.53";2023;"7,541.96";"Mark Garcia";"FALSE";"CA-OR-96932"
"P-101208";11208;"837 Sunset Blvd, Apt 9D, Atlanta, GA 53715";"837 Sunset Blvd";"Apt 9D";"Atlanta";"GA";53715;"Fulton";43.083139;-92.253656;"Townhouse";5;1.5;"5,439";"8,687";1986;38;"497,737.81";"2023-12-05";"861";91.51;"466,821.60";2022;"5,405.44";"Susan Jackson";"FALSE";"GA-FU-50699"
"P-101210";11210;"658 Hillcrest Ave, Albuquerque, NM 21773";"658 Hillcrest Ave";"";"Albuquerque";"NM";21773;"Bernalillo";33.808013;-136.216372;"Single Family";7;5.0;"5,458";"11,145";1930;94;"329,027.94";"2021-12-25";"1,571";60.28;"282,232.17";2023;"2,383.30";"John Scott";"FALSE";"NM-BE-76700"
"P-101211";11211;"5741 Hillcrest Ave, Austin, TX 81382";"5741 Hillcrest Ave";"";"Austin";"TX";81382;"Travis";40.662672;-93.583981;"Single Family";3;4.5;"2,734";"7,178";2011;13;"744,598.02";"2021-11-18";"1,608";272.35;"745,136.41";2022;"14,902.73";"Linda Sanchez";"TRUE";"TX-TR-74473"
"P-101212";11212;"144 Cedar Ln, Rockville, MD 47362";"144 Cedar Ln";"";"Rockville";"MD";47362;"Montgomery";21.29966;-135.612794;"Single Family";6;3.0;"3,212";"8,319";1935;89;"947,491.49";"2026-01-28";"76";294.98;"1,040,666.20";2022;"15,870.66";"Melissa Wright";"TRUE";"MD-MO-20673"
"P-101213";11213;"495 Jefferson St, Provo, UT 87144";"495 Jefferson St";"";"Provo";"UT";87144;"Utah";31.139402;-90.101747;"Single Family";2;5.0;"3,645";"12,557";1990;34;"431,485.35";"2023-02-27";"1,142";118.38;"426,524.39";2024;"7,218.89";"Brian Lewis";"TRUE";"UT-UT-11631"
"P-101214";11214;"6518 Ridgewood Rd, Queens, NY 30637";"6518 Ridgewood Rd";"";"Queens";"NY";30637;"Queens";37.114133;-127.598686;"Multi Family";3;4.0;"6,410";"16,245";1946;78;"3,094,202.50";"2018-03-08";"2,959";482.71;"2,695,109.16";2024;"59,292.40";"Richard Brown";"FALSE";"NY-QU-89285"
"P-101215";11215;"5014 Adams St, St. Louis, MO 12708";"5014 Adams St";"";"St. Louis";"MO";12708;"St. Louis";34.333145;-112.871096;"Single Family";7;4.0;"4,592";"5,289";1984;40;"681,470.72";"2019-07-01";"2,479";148.4;"659,334.33";2022;"9,994.83";"Robert Baker";"FALSE";"MO-ST-88575"
"P-101216";11216;"1618 Heritage Ln, Wichita, KS 39144";"1618 Heritage Ln";"";"Wichita";"KS";39144;"Sedgwick";23.08981;-139.626782;"Single Family";7;4.0;"3,701";"5,343";1932;92;"381,522.90";"2023-03-11";"1,130";103.09;"368,575.33";2024;"3,156.68";"William Sanchez";"TRUE";"KS-SE-96263"
"P-101217";11217;"1925 Creekside Dr, Tampa, FL 14239";"1925 Creekside Dr";"";"Tampa";"FL";14239;"Hillsborough";28.824618;-117.4305;"Single Family";2;1.0;"3,168";"6,868";1996;28;"825,887.39";"2018-09-05";"2,778";260.7;"662,446.86";2023;"12,867.15";"Margaret Rivera";"TRUE";"FL-HI-72947"
"P-101219";11219;"3045 Monroe Blvd, Philadelphia, PA 52823";"3045 Monroe Blvd";"";"Philadelphia";"PA";52823;"Philadelphia";39.63276;-106.869032;"Single Family";3;2.5;"711";"2,969";2015;9;"419,806.50";"2017-12-26";"3,031";590.45;"403,176.36";2022;"3,853.11";"Dorothy Scott";"FALSE";"PA-PH-10778"
"P-101220";11220;"6461 Creekside Dr, Waukegan, IL 16346";"6461 Creekside Dr";"";"Waukegan";"IL";16346;"Lake";29.762069;-86.303723;"Multi Family";2;1.0;"3,845";"10,329";1950;74;"458,498.72";"2026-03-10";"35";119.25;"417,825.01";2022;"8,774.33";"Carol Garcia";"FALSE";"IL-LA-66221"
